gapId,title,primaryCategory,secondaryCategories,domainIds,currentStatus,targetLevel,severity,dependencies,acceptanceEvidence,recommendedOwnerArea,dependencyCriticality,safetyImpact,claimRisk,targetUnblockValue,observedFact,recommendation
gap-299e425f9919bcbc3dda,Kernel/user log and event correlation gap,Implementation_Gap,[],"[""capability-observability-kernel-user-correlation""]",Unknown,T5_Operable_Universe_OS,Medium,"[""gate-773cbe5008ea0adfbf60""]","[""Correlated kernel and userspace observability across an operable Universe OS with direct implementation evidence."",""Disclosed limitations must remain recorded: No kernel or userspace layers exist, so no kernel/user observability correlation exists.""]",Operations,2,1,0,2,Kernel/user log and event correlation: no OS-substrate implementation evidence exists (authoritative source docs/universeos/architecture.md).,Implement Kernel/user log and event correlation in a Nebula-owned OS substrate; compiler or hosted-service operations evidence cannot raise this capability's maturity.
gap-2a9540d5e4e435b7fc95,"Debugger integration, stack traces, symbols, and crash dumps gap",Verification_Gap,[],"[""capability-observability-debug-symbols""]",Unknown,T1_Independent_Language_Platform,Medium,"[""gate-773cbe5008ea0adfbf60""]","[""Debugger integration, stack traces, symbol resolution, and crash-dump support with direct current implementation evidence in the hosted toolchain."",""Disclosed limitations must remain recorded: Hosted debug tooling does not provide kernel or userspace crash observability for an OS substrate.""]",Developer Tooling,1,1,0,1,"Debugger integration, stack traces, symbols, and crash dumps: no direct current implementation evidence for this hosted tooling capability (authoritative source spec/compiler_pipeline.md).","Provide direct current implementation evidence for Debugger integration, stack traces, symbols, and crash dumps in the hosted toolchain/service scope."
gap-2b0308c0972072891347,Runtime/library/package gap: Freestanding exception policy,Implementation_Gap,[],"[""capability-runtime-exception-policy""]",Unknown,T2_Freestanding_Substrate,High,[],"[""A freestanding exception policy with implementation evidence."",""Freestanding exception policy is unspecified and unimplemented.""]",Freestanding Runtime,2,0,1,2,Freestanding exception policy has no accepted current implementation satisfying Requirement 8.1; strongest observed status is Unknown (no matching evidence found).,Implement and verify Freestanding exception policy before depending on it for freestanding or ecosystem work.
gap-2ca42303b8c13fe382f1,Compiler supply chain and artifact integrity gap,Verification_Gap,[],"[""capability-security-compiler-supply-chain""]",Unknown,T1_Independent_Language_Platform,Medium,"[""gate-024e105461e96cffee40""]","[""Compiler supply-chain controls and artifact-integrity evidence (SBOM, provenance, attestation) with direct current implementation evidence."",""Disclosed limitations must remain recorded: Compiler supply-chain evidence is scoped to hosted tooling releases and cannot raise OS-substrate security maturity.""]",Release Engineering,1,3,0,1,Compiler supply chain and artifact integrity: no direct current implementation evidence for this hosted tooling capability (authoritative source .github/workflows/release.yml).,Provide direct current implementation evidence for Compiler supply chain and artifact integrity in the hosted toolchain/service scope.
gap-2d5e1574b4c56848461d,Semantic stability: Control flow,Verification_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""A published compatibility/stability policy governing Control flow with cross-revision guarantees and a negative-change process.""]",Language & type system,1,0,2,1,"Control flow has parser/typechecker implementation evidence (evidence-144d8c1ed5cd5ce830bf, evidence-19429a0e9339edd0ae79, evidence-1da33b48535aee270420, evidence-2274d0884e4bb05a4b7b, evidence-268264b031bca69dacf8, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-588637a269b6497fbb2c, evidence-5e9356cb17ef95d4be12, evidence-64bece4cc18508fe729c, evidence-671e810b7e2ffe60fbb3, evidence-75e1ab5848df15d611f9, evidence-ab1211a8f56a35c0eb97, evidence-ae007f2fb227b343aae0, evidence-aeda7ee5443349dc5a62, evidence-b789df43e6f1c88b625e, evidence-b953368c149d6d373032, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-cbeee7c906e568ad120b, evidence-ccbe839da67a36757cd4, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-ec91ba371bb7b1739de5, evidence-efb3f9adec4a1c735fee, evidence-f1ba1a49ff3e526f119e, evidence-fb197b693252737d9eee, evidence-fb3b99361260bfe222c0, evidence-fffdbd2d9a627d7fd662) but no compatibility policy, so its semantics are not yet stable across revisions.",Define a compatibility policy for Control flow so implemented behavior cannot silently change between revisions.
gap-2ea71d1b6ef8e7a227b1,Semantic stability: Pointers,Verification_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Critical,[],"[""A published compatibility/stability policy governing Pointers with cross-revision guarantees and a negative-change process.""]",Language & type system,1,2,2,1,"Pointers has parser/typechecker implementation evidence (evidence-144d8c1ed5cd5ce830bf, evidence-2274d0884e4bb05a4b7b, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-5e9356cb17ef95d4be12, evidence-671e810b7e2ffe60fbb3, evidence-ab1211a8f56a35c0eb97, evidence-b789df43e6f1c88b625e, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-efb3f9adec4a1c735fee, evidence-fb197b693252737d9eee, evidence-fffdbd2d9a627d7fd662) but no compatibility policy, so its semantics are not yet stable across revisions.",Define a compatibility policy for Pointers so implemented behavior cannot silently change between revisions.
gap-2f240b74dd3338a6e621,OS-substrate subsystem: Audio devices,Implementation_Gap,[],"[""capability-driver-audio""]",Unknown,T3_Boot_And_Kernel_Foundation,High,[],"[""Direct implementation evidence of an audio device driver.""]",Drivers & Hardware,1,1,1,1,Audio devices has no direct implementation evidence (no matching evidence); per Requirement 10.6 its Maturity_Score is 0 (absent). No audio device driver exists.,Register a positive implementation gate for Audio devices and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-322f39da36fa0b765c5a,Semantic stability: Aggregates,Verification_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,High,[],"[""A published compatibility/stability policy governing Aggregates with cross-revision guarantees and a negative-change process.""]",Language & type system,2,0,2,1,"Aggregates has parser/typechecker implementation evidence (evidence-144d8c1ed5cd5ce830bf, evidence-2274d0884e4bb05a4b7b, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-5e9356cb17ef95d4be12, evidence-61fa5e8ce3f4f1c2215d, evidence-671e810b7e2ffe60fbb3, evidence-8134bb444b9ff6c2a6c3, evidence-9590cac46c0ee80276c5, evidence-9f5649d58b6b0a875add, evidence-a161e7e02d04f1b94fe6, evidence-a9922399f899da3770cf, evidence-ab1211a8f56a35c0eb97, evidence-b789df43e6f1c88b625e, evidence-c11528bb42afadadb318, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-efb3f9adec4a1c735fee, evidence-f6e2fffbc042fd84d3c5, evidence-fb197b693252737d9eee, evidence-fffdbd2d9a627d7fd662) but no compatibility policy, so its semantics are not yet stable across revisions.",Define a compatibility policy for Aggregates so implemented behavior cannot silently change between revisions.
gap-33da1b3145f0078b4493,OS-substrate subsystem: Physical memory management,Implementation_Gap,[],"[""capability-hw-physical-memory""]",Unknown,T3_Boot_And_Kernel_Foundation,Critical,[],"[""Direct implementation evidence of a physical frame allocator over a parsed boot memory map.""]",Kernel & Hardware,3,2,1,2,Physical memory management has no direct implementation evidence (no matching evidence); per Requirement 10.6 its Maturity_Score is 0 (absent). No physical memory manager or frame allocator implementation exists.,Register a positive implementation gate for Physical memory management and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-397e6b151f8ea156f074,Normative language contract: Traits or protocols,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,High,[],"[""A normative specification for Traits or protocols with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,2,0,1,1,"Traits or protocols is documented in spec/language_reference.md, spec/type_system.md with direct implementation evidence evidence-19429a0e9339edd0ae79, evidence-1da33b48535aee270420, evidence-268264b031bca69dacf8, evidence-588637a269b6497fbb2c, evidence-64bece4cc18508fe729c, evidence-75e1ab5848df15d611f9, evidence-ae007f2fb227b343aae0, evidence-aeda7ee5443349dc5a62, evidence-b953368c149d6d373032, evidence-cbeee7c906e568ad120b, evidence-ccbe839da67a36757cd4, evidence-ec91ba371bb7b1739de5, evidence-f1ba1a49ff3e526f119e, evidence-fb3b99361260bfe222c0; current classified status is Unknown.",Publish and freeze the normative semantics for Traits or protocols with a versioned compatibility contract before depending on it for system-level work.
gap-3cdbc7218ca2523cadbd,Boot protocol and firmware handoff gap,Implementation_Gap,"[""Verification_Gap""]","[""domain-3cdbc7218ca2523cadbd""]",Planned,T2_Freestanding_Substrate,High,[],"[""An implemented boot protocol / firmware handoff contract (entry state, memory map, and hand-off registers) for a supported target.""]",Boot Toolchain,2,1,1,2,"Boot protocol and firmware handoff has no direct implementation evidence; strongest observed status is Planned. It remains a separate, unmerged pre-kernel Hard-Gate candidate.",Implement Boot protocol and firmware handoff as an independent gate with direct evidence; it must not be satisfied by upstream or primitive relocatable-object proofs.
gap-3ea5b20a703b580acb22,Scheduler-independent concurrency implementation gap,Implementation_Gap,[],"[""capability-scheduler-independent-concurrency""]",Unsupported,T2_Freestanding_Substrate,High,[],"[""A scheduler-independent concurrency implementation that does not depend on the hosted cooperative runtime.""]",Runtime & Concurrency,3,2,0,3,No scheduler-independent concurrency implementation exists (authoritative source runtime/nebula_runtime.hpp).,Implement scheduler-independent concurrency that does not depend on the hosted cooperative runtime.
gap-3fc021aad2aceecdf327,Semantic stability: Traits or protocols,Verification_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,High,[],"[""A published compatibility/stability policy governing Traits or protocols with cross-revision guarantees and a negative-change process.""]",Language & type system,2,0,2,1,"Traits or protocols has parser/typechecker implementation evidence (evidence-19429a0e9339edd0ae79, evidence-1da33b48535aee270420, evidence-268264b031bca69dacf8, evidence-588637a269b6497fbb2c, evidence-64bece4cc18508fe729c, evidence-75e1ab5848df15d611f9, evidence-ae007f2fb227b343aae0, evidence-aeda7ee5443349dc5a62, evidence-b953368c149d6d373032, evidence-cbeee7c906e568ad120b, evidence-ccbe839da67a36757cd4, evidence-ec91ba371bb7b1739de5, evidence-f1ba1a49ff3e526f119e, evidence-fb3b99361260bfe222c0) but no compatibility policy, so its semantics are not yet stable across revisions.",Define a compatibility policy for Traits or protocols so implemented behavior cannot silently change between revisions.
gap-40575077041f38f474d9,Application distribution gap,Ecosystem_Gap,[],"[""capability-userspace-app-distribution""]",Unknown,T4_Isolated_Userspace_Platform,Medium,"[""gate-42b6c22c8d119e7057bc""]","[""A Nebula-owned application distribution mechanism for the isolated userspace platform with direct implementation evidence."",""Disclosed limitations must remain recorded: Host-owned / thin-host adjacency belongs to T0 and cannot raise this T4 capability's maturity above 0.; No Nebula-owned application distribution mechanism for an isolated userspace platform exists.""]",Ecosystem,2,1,0,2,"Application distribution: only host-owned / thin-host adjacency exists (T0), so this T4 capability stays Maturity_Score 0 (authoritative source docs/universeos/architecture.md).",Implement Application distribution above a Nebula-owned process/syscall boundary; host-owned adjacency cannot raise this T4 capability's maturity.
gap-408518c1c42b652b0c2e,Linker integration gap,Implementation_Gap,[],"[""capability-pipeline-linker""]",Unsupported,T1_Independent_Language_Platform,High,[],"[""Linker integration that produces linked images without a host toolchain dependency.""]",Compiler & ABI,2,0,2,2,"No normative, in-scope, independent implementation was found for Linker integration; strongest observed evidence status is Unsupported (authoritative source spec/compiler_pipeline.md).","Define and implement Linker integration within its own scope; hosted C ABI, generated C++, clang-backed, or primitive relocatable-object evidence cannot satisfy it."
gap-41dde442fea44b72abdd,OS-substrate subsystem: MMU,Implementation_Gap,[],"[""capability-hw-mmu""]",Unsupported,T3_Boot_And_Kernel_Foundation,Critical,[],"[""Direct implementation evidence of MMU configuration and address translation control.""]",Kernel & Hardware,3,2,2,2,"MMU has no direct implementation evidence (matched evidence evidence-0c8a8aaf00020a404353, evidence-2068f2ca96853b1f6ad2, evidence-26fb76735e839b771398, evidence-92f50b282fbfc1fdf335, evidence-93474c2170b1ecf2b8eb, evidence-c1d94b67438d35444278, evidence-d2b95a83993040395a12, evidence-d317e017757b53bead27, evidence-dea2d9c4aba8fa271e70, evidence-e3a610b897321bed7d51, evidence-f7d0f0c0bb7190d5bc07); per Requirement 10.6 its Maturity_Score is 0 (absent). No MMU implementation exists.",Register a positive implementation gate for MMU and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
